Consumption (kWh), Start, End, Price(p), Cost(p)
 0.691, 2024-07-26T16:30:00+01:00, 2024-07-26T17:00:00+01:00, 15.00, 10.365
 0.519, 2024-07-26T17:00:00+01:00, 2024-07-26T17:30:00+01:00, 15.00,  7.785
 0.454, 2024-07-26T17:30:00+01:00, 2024-07-26T18:00:00+01:00, 15.00,  6.810
 0.840, 2024-07-26T18:00:00+01:00, 2024-07-26T18:30:00+01:00, 15.00, 12.600
 0.441, 2024-07-26T18:30:00+01:00, 2024-07-26T19:00:00+01:00, 15.00,  6.615
 0.059, 2024-07-26T19:00:00+01:00, 2024-07-26T19:30:00+01:00, 15.00,  0.885
 0.001, 2024-07-26T19:30:00+01:00, 2024-07-26T20:00:00+01:00, 15.00,  0.015
 0.001, 2024-07-26T20:00:00+01:00, 2024-07-26T20:30:00+01:00, 15.00,  0.015
 0.003, 2024-07-26T20:30:00+01:00, 2024-07-26T21:00:00+01:00, 15.00,  0.045
 0.002, 2024-07-26T21:00:00+01:00, 2024-07-26T21:30:00+01:00, 15.00,  0.030
 0.003, 2024-07-26T21:30:00+01:00, 2024-07-26T22:00:00+01:00, 15.00,  0.045
 0.003, 2024-07-26T22:00:00+01:00, 2024-07-26T22:30:00+01:00, 15.00,  0.045
 0.003, 2024-07-26T22:30:00+01:00, 2024-07-26T23:00:00+01:00, 15.00,  0.045
 0.006, 2024-07-26T23:00:00+01:00, 2024-07-26T23:30:00+01:00, 15.00,  0.090
 0.005, 2024-07-26T23:30:00+01:00, 2024-07-27T00:00:00+01:00, 15.00,  0.075
 0.002, 2024-07-27T00:00:00+01:00, 2024-07-27T00:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-27T00:30:00+01:00, 2024-07-27T01:00:00+01:00, 15.00,  0.030
 0.001, 2024-07-27T01:00:00+01:00, 2024-07-27T01:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-27T01:30:00+01:00, 2024-07-27T02:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T02:00:00+01:00, 2024-07-27T02:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T02:30:00+01:00, 2024-07-27T03:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T03:00:00+01:00, 2024-07-27T03:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T03:30:00+01:00, 2024-07-27T04:00:00+01:00, 15.00,  0.000
 0.001, 2024-07-27T04:00:00+01:00, 2024-07-27T04:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-27T04:30:00+01:00, 2024-07-27T05:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T05:00:00+01:00, 2024-07-27T05:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T05:30:00+01:00, 2024-07-27T06:00:00+01:00, 15.00,  0.000
 0.001, 2024-07-27T06:00:00+01:00, 2024-07-27T06:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-27T06:30:00+01:00, 2024-07-27T07:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T07:00:00+01:00, 2024-07-27T07:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-27T07:30:00+01:00, 2024-07-27T08:00:00+01:00, 15.00,  0.000
 0.002, 2024-07-27T08:00:00+01:00, 2024-07-27T08:30:00+01:00, 15.00,  0.030
 0.001, 2024-07-27T08:30:00+01:00, 2024-07-27T09:00:00+01:00, 15.00,  0.015
 0.004, 2024-07-27T09:00:00+01:00, 2024-07-27T09:30:00+01:00, 15.00,  0.060
 0.004, 2024-07-27T09:30:00+01:00, 2024-07-27T10:00:00+01:00, 15.00,  0.060
 0.004, 2024-07-27T10:00:00+01:00, 2024-07-27T10:30:00+01:00, 15.00,  0.060
 0.015, 2024-07-27T10:30:00+01:00, 2024-07-27T11:00:00+01:00, 15.00,  0.225
 0.008, 2024-07-27T11:00:00+01:00, 2024-07-27T11:30:00+01:00, 15.00,  0.120
 0.009, 2024-07-27T11:30:00+01:00, 2024-07-27T12:00:00+01:00, 15.00,  0.135
 0.004, 2024-07-27T12:00:00+01:00, 2024-07-27T12:30:00+01:00, 15.00,  0.060
 0.481, 2024-07-27T12:30:00+01:00, 2024-07-27T13:00:00+01:00, 15.00,  7.215
 1.200, 2024-07-27T13:00:00+01:00, 2024-07-27T13:30:00+01:00, 15.00, 18.000
 1.309, 2024-07-27T13:30:00+01:00, 2024-07-27T14:00:00+01:00, 15.00, 19.635
 0.803, 2024-07-27T14:00:00+01:00, 2024-07-27T14:30:00+01:00, 15.00, 12.045
 1.208, 2024-07-27T14:30:00+01:00, 2024-07-27T15:00:00+01:00, 15.00, 18.120
 1.041, 2024-07-27T15:00:00+01:00, 2024-07-27T15:30:00+01:00, 15.00, 15.615
 0.457, 2024-07-27T15:30:00+01:00, 2024-07-27T16:00:00+01:00, 15.00,  6.855
 1.208, 2024-07-27T16:00:00+01:00, 2024-07-27T16:30:00+01:00, 15.00, 18.120
 1.021, 2024-07-27T16:30:00+01:00, 2024-07-27T17:00:00+01:00, 15.00, 15.315
 1.221, 2024-07-27T17:00:00+01:00, 2024-07-27T17:30:00+01:00, 15.00, 18.315
 0.515, 2024-07-27T17:30:00+01:00, 2024-07-27T18:00:00+01:00, 15.00,  7.725
 0.621, 2024-07-27T18:00:00+01:00, 2024-07-27T18:30:00+01:00, 15.00,  9.315
 0.344, 2024-07-27T18:30:00+01:00, 2024-07-27T19:00:00+01:00, 15.00,  5.160
 0.179, 2024-07-27T19:00:00+01:00, 2024-07-27T19:30:00+01:00, 15.00,  2.685
 0.006, 2024-07-27T19:30:00+01:00, 2024-07-27T20:00:00+01:00, 15.00,  0.090
 0.001, 2024-07-27T20:00:00+01:00, 2024-07-27T20:30:00+01:00, 15.00,  0.015
 0.003, 2024-07-27T20:30:00+01:00, 2024-07-27T21:00:00+01:00, 15.00,  0.045
 0.001, 2024-07-27T21:00:00+01:00, 2024-07-27T21:30:00+01:00, 15.00,  0.015
 0.001, 2024-07-27T21:30:00+01:00, 2024-07-27T22:00:00+01:00, 15.00,  0.015
 0.001, 2024-07-27T22:00:00+01:00, 2024-07-27T22:30:00+01:00, 15.00,  0.015
 0.002, 2024-07-27T22:30:00+01:00, 2024-07-27T23:00:00+01:00, 15.00,  0.030
 0.001, 2024-07-27T23:00:00+01:00, 2024-07-27T23:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-27T23:30:00+01:00, 2024-07-28T00:00:00+01:00, 15.00,  0.000
 0.001, 2024-07-28T00:00:00+01:00, 2024-07-28T00:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-28T00:30:00+01:00, 2024-07-28T01:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-28T01:00:00+01:00, 2024-07-28T01:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-28T01:30:00+01:00, 2024-07-28T02:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-28T02:00:00+01:00, 2024-07-28T02:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-28T02:30:00+01:00, 2024-07-28T03:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-28T03:00:00+01:00, 2024-07-28T03:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-28T03:30:00+01:00, 2024-07-28T04:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-28T04:00:00+01:00, 2024-07-28T04:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-28T04:30:00+01:00, 2024-07-28T05:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-28T05:00:00+01:00, 2024-07-28T05:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-28T05:30:00+01:00, 2024-07-28T06:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-28T06:00:00+01:00, 2024-07-28T06:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-28T06:30:00+01:00, 2024-07-28T07:00:00+01:00, 15.00,  0.015
 0.005, 2024-07-28T07:00:00+01:00, 2024-07-28T07:30:00+01:00, 15.00,  0.075
 0.004, 2024-07-28T07:30:00+01:00, 2024-07-28T08:00:00+01:00, 15.00,  0.060
 0.005, 2024-07-28T08:00:00+01:00, 2024-07-28T08:30:00+01:00, 15.00,  0.075
 0.002, 2024-07-28T08:30:00+01:00, 2024-07-28T09:00:00+01:00, 15.00,  0.030
 0.003, 2024-07-28T09:00:00+01:00, 2024-07-28T09:30:00+01:00, 15.00,  0.045
 0.001, 2024-07-28T09:30:00+01:00, 2024-07-28T10:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-28T10:00:00+01:00, 2024-07-28T10:30:00+01:00, 15.00,  0.000
 0.006, 2024-07-28T10:30:00+01:00, 2024-07-28T11:00:00+01:00, 15.00,  0.090
 0.004, 2024-07-28T11:00:00+01:00, 2024-07-28T11:30:00+01:00, 15.00,  0.060
 0.003, 2024-07-28T11:30:00+01:00, 2024-07-28T12:00:00+01:00, 15.00,  0.045
 0.351, 2024-07-28T12:00:00+01:00, 2024-07-28T12:30:00+01:00, 15.00,  5.265
 1.318, 2024-07-28T12:30:00+01:00, 2024-07-28T13:00:00+01:00, 15.00, 19.770
 0.621, 2024-07-28T13:00:00+01:00, 2024-07-28T13:30:00+01:00, 15.00,  9.315
 1.050, 2024-07-28T13:30:00+01:00, 2024-07-28T14:00:00+01:00, 15.00, 15.750
 1.056, 2024-07-28T14:00:00+01:00, 2024-07-28T14:30:00+01:00, 15.00, 15.840
 1.246, 2024-07-28T14:30:00+01:00, 2024-07-28T15:00:00+01:00, 15.00, 18.690
 1.116, 2024-07-28T15:00:00+01:00, 2024-07-28T15:30:00+01:00, 15.00, 16.740
 1.161, 2024-07-28T15:30:00+01:00, 2024-07-28T16:00:00+01:00, 15.00, 17.415
 0.991, 2024-07-28T16:00:00+01:00, 2024-07-28T16:30:00+01:00, 15.00, 14.865
 0.836, 2024-07-28T16:30:00+01:00, 2024-07-28T17:00:00+01:00, 15.00, 12.540
 0.968, 2024-07-28T17:00:00+01:00, 2024-07-28T17:30:00+01:00, 15.00, 14.520
 1.115, 2024-07-28T17:30:00+01:00, 2024-07-28T18:00:00+01:00, 15.00, 16.725
 0.483, 2024-07-28T18:00:00+01:00, 2024-07-28T18:30:00+01:00, 15.00,  7.245
 0.167, 2024-07-28T18:30:00+01:00, 2024-07-28T19:00:00+01:00, 15.00,  2.505
 0.105, 2024-07-28T19:00:00+01:00, 2024-07-28T19:30:00+01:00, 15.00,  1.575
 0.025, 2024-07-28T19:30:00+01:00, 2024-07-28T20:00:00+01:00, 15.00,  0.375
 0.002, 2024-07-28T20:00:00+01:00, 2024-07-28T20:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-28T20:30:00+01:00, 2024-07-28T21:00:00+01:00, 15.00,  0.030
 0.002, 2024-07-28T21:00:00+01:00, 2024-07-28T21:30:00+01:00, 15.00,  0.030
 0.001, 2024-07-28T21:30:00+01:00, 2024-07-28T22:00:00+01:00, 15.00,  0.015
 0.002, 2024-07-28T22:00:00+01:00, 2024-07-28T22:30:00+01:00, 15.00,  0.030
 0.003, 2024-07-28T22:30:00+01:00, 2024-07-28T23:00:00+01:00, 15.00,  0.045
 0.002, 2024-07-28T23:00:00+01:00, 2024-07-28T23:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-28T23:30:00+01:00, 2024-07-29T00:00:00+01:00, 15.00,  0.030
 0.001, 2024-07-29T00:00:00+01:00, 2024-07-29T00:30:00+01:00, 15.00,  0.015
 0.001, 2024-07-29T00:30:00+01:00, 2024-07-29T01:00:00+01:00, 15.00,  0.015
 0.001, 2024-07-29T01:00:00+01:00, 2024-07-29T01:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-29T01:30:00+01:00, 2024-07-29T02:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T02:00:00+01:00, 2024-07-29T02:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-29T02:30:00+01:00, 2024-07-29T03:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-29T03:00:00+01:00, 2024-07-29T03:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T03:30:00+01:00, 2024-07-29T04:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T04:00:00+01:00, 2024-07-29T04:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-29T04:30:00+01:00, 2024-07-29T05:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-29T05:00:00+01:00, 2024-07-29T05:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T05:30:00+01:00, 2024-07-29T06:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T06:00:00+01:00, 2024-07-29T06:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T06:30:00+01:00, 2024-07-29T07:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T07:00:00+01:00, 2024-07-29T07:30:00+01:00, 15.00,  0.000
 0.002, 2024-07-29T07:30:00+01:00, 2024-07-29T08:00:00+01:00, 15.00,  0.030
 0.004, 2024-07-29T08:00:00+01:00, 2024-07-29T08:30:00+01:00, 15.00,  0.060
 0.002, 2024-07-29T08:30:00+01:00, 2024-07-29T09:00:00+01:00, 15.00,  0.030
 0.000, 2024-07-29T09:00:00+01:00, 2024-07-29T09:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-29T09:30:00+01:00, 2024-07-29T10:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-29T10:00:00+01:00, 2024-07-29T10:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-29T10:30:00+01:00, 2024-07-29T11:00:00+01:00, 15.00,  0.000
 0.004, 2024-07-29T11:00:00+01:00, 2024-07-29T11:30:00+01:00, 15.00,  0.060
 0.014, 2024-07-29T11:30:00+01:00, 2024-07-29T12:00:00+01:00, 15.00,  0.210
 0.803, 2024-07-29T12:00:00+01:00, 2024-07-29T12:30:00+01:00, 15.00, 12.045
 1.781, 2024-07-29T12:30:00+01:00, 2024-07-29T13:00:00+01:00, 15.00, 26.715
 1.091, 2024-07-29T13:00:00+01:00, 2024-07-29T13:30:00+01:00, 15.00, 16.365
 1.806, 2024-07-29T13:30:00+01:00, 2024-07-29T14:00:00+01:00, 15.00, 27.090
 1.717, 2024-07-29T14:00:00+01:00, 2024-07-29T14:30:00+01:00, 15.00, 25.755
 1.711, 2024-07-29T14:30:00+01:00, 2024-07-29T15:00:00+01:00, 15.00, 25.665
 1.294, 2024-07-29T15:00:00+01:00, 2024-07-29T15:30:00+01:00, 15.00, 19.410
 1.566, 2024-07-29T15:30:00+01:00, 2024-07-29T16:00:00+01:00, 15.00, 23.490
 1.498, 2024-07-29T16:00:00+01:00, 2024-07-29T16:30:00+01:00, 15.00, 22.470
 1.444, 2024-07-29T16:30:00+01:00, 2024-07-29T17:00:00+01:00, 15.00, 21.660
 1.221, 2024-07-29T17:00:00+01:00, 2024-07-29T17:30:00+01:00, 15.00, 18.315
 1.029, 2024-07-29T17:30:00+01:00, 2024-07-29T18:00:00+01:00, 15.00, 15.435
 0.467, 2024-07-29T18:00:00+01:00, 2024-07-29T18:30:00+01:00, 15.00,  7.005
 0.007, 2024-07-29T18:30:00+01:00, 2024-07-29T19:00:00+01:00, 15.00,  0.105
 0.004, 2024-07-29T19:00:00+01:00, 2024-07-29T19:30:00+01:00, 15.00,  0.060
 0.003, 2024-07-29T19:30:00+01:00, 2024-07-29T20:00:00+01:00, 15.00,  0.045
 0.005, 2024-07-29T20:00:00+01:00, 2024-07-29T20:30:00+01:00, 15.00,  0.075
 0.006, 2024-07-29T20:30:00+01:00, 2024-07-29T21:00:00+01:00, 15.00,  0.090
 0.004, 2024-07-29T21:00:00+01:00, 2024-07-29T21:30:00+01:00, 15.00,  0.060
 0.001, 2024-07-29T21:30:00+01:00, 2024-07-29T22:00:00+01:00, 15.00,  0.015
 0.001, 2024-07-29T22:00:00+01:00, 2024-07-29T22:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-29T22:30:00+01:00, 2024-07-29T23:00:00+01:00, 15.00,  0.000
 0.001, 2024-07-29T23:00:00+01:00, 2024-07-29T23:30:00+01:00, 15.00,  0.015
 0.002, 2024-07-29T23:30:00+01:00, 2024-07-30T00:00:00+01:00, 15.00,  0.030
 0.000, 2024-07-30T00:00:00+01:00, 2024-07-30T00:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T00:30:00+01:00, 2024-07-30T01:00:00+01:00, 15.00,  0.000
 0.001, 2024-07-30T01:00:00+01:00, 2024-07-30T01:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-30T01:30:00+01:00, 2024-07-30T02:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T02:00:00+01:00, 2024-07-30T02:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-30T02:30:00+01:00, 2024-07-30T03:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-30T03:00:00+01:00, 2024-07-30T03:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T03:30:00+01:00, 2024-07-30T04:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T04:00:00+01:00, 2024-07-30T04:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-30T04:30:00+01:00, 2024-07-30T05:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-30T05:00:00+01:00, 2024-07-30T05:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T05:30:00+01:00, 2024-07-30T06:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T06:00:00+01:00, 2024-07-30T06:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-30T06:30:00+01:00, 2024-07-30T07:00:00+01:00, 15.00,  0.015
 0.004, 2024-07-30T07:00:00+01:00, 2024-07-30T07:30:00+01:00, 15.00,  0.060
 0.005, 2024-07-30T07:30:00+01:00, 2024-07-30T08:00:00+01:00, 15.00,  0.075
 0.002, 2024-07-30T08:00:00+01:00, 2024-07-30T08:30:00+01:00, 15.00,  0.030
 0.001, 2024-07-30T08:30:00+01:00, 2024-07-30T09:00:00+01:00, 15.00,  0.015
 0.002, 2024-07-30T09:00:00+01:00, 2024-07-30T09:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-30T09:30:00+01:00, 2024-07-30T10:00:00+01:00, 15.00,  0.030
 0.003, 2024-07-30T10:00:00+01:00, 2024-07-30T10:30:00+01:00, 15.00,  0.045
 0.002, 2024-07-30T10:30:00+01:00, 2024-07-30T11:00:00+01:00, 15.00,  0.030
 0.009, 2024-07-30T11:00:00+01:00, 2024-07-30T11:30:00+01:00, 15.00,  0.135
 0.003, 2024-07-30T11:30:00+01:00, 2024-07-30T12:00:00+01:00, 15.00,  0.045
 0.006, 2024-07-30T12:00:00+01:00, 2024-07-30T12:30:00+01:00, 15.00,  0.090
 0.008, 2024-07-30T12:30:00+01:00, 2024-07-30T13:00:00+01:00, 15.00,  0.120
 0.002, 2024-07-30T13:00:00+01:00, 2024-07-30T13:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-30T13:30:00+01:00, 2024-07-30T14:00:00+01:00, 15.00,  0.030
 0.000, 2024-07-30T14:00:00+01:00, 2024-07-30T14:30:00+01:00, 15.00,  0.000
 0.428, 2024-07-30T14:30:00+01:00, 2024-07-30T15:00:00+01:00, 15.00,  6.420
 1.732, 2024-07-30T15:00:00+01:00, 2024-07-30T15:30:00+01:00, 15.00, 25.980
 1.161, 2024-07-30T15:30:00+01:00, 2024-07-30T16:00:00+01:00, 15.00, 17.415
 0.583, 2024-07-30T16:00:00+01:00, 2024-07-30T16:30:00+01:00, 15.00,  8.745
 0.238, 2024-07-30T16:30:00+01:00, 2024-07-30T17:00:00+01:00, 15.00,  3.570
 0.491, 2024-07-30T17:00:00+01:00, 2024-07-30T17:30:00+01:00, 15.00,  7.365
 0.223, 2024-07-30T17:30:00+01:00, 2024-07-30T18:00:00+01:00, 15.00,  3.345
 0.033, 2024-07-30T18:00:00+01:00, 2024-07-30T18:30:00+01:00, 15.00,  0.495
 0.003, 2024-07-30T18:30:00+01:00, 2024-07-30T19:00:00+01:00, 15.00,  0.045
 0.003, 2024-07-30T19:00:00+01:00, 2024-07-30T19:30:00+01:00, 15.00,  0.045
 0.005, 2024-07-30T19:30:00+01:00, 2024-07-30T20:00:00+01:00, 15.00,  0.075
 0.005, 2024-07-30T20:00:00+01:00, 2024-07-30T20:30:00+01:00, 15.00,  0.075
 0.004, 2024-07-30T20:30:00+01:00, 2024-07-30T21:00:00+01:00, 15.00,  0.060
 0.002, 2024-07-30T21:00:00+01:00, 2024-07-30T21:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-30T21:30:00+01:00, 2024-07-30T22:00:00+01:00, 15.00,  0.030
 0.001, 2024-07-30T22:00:00+01:00, 2024-07-30T22:30:00+01:00, 15.00,  0.015
 0.004, 2024-07-30T22:30:00+01:00, 2024-07-30T23:00:00+01:00, 15.00,  0.060
 0.000, 2024-07-30T23:00:00+01:00, 2024-07-30T23:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-30T23:30:00+01:00, 2024-07-31T00:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T00:00:00+01:00, 2024-07-31T00:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T00:30:00+01:00, 2024-07-31T01:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T01:00:00+01:00, 2024-07-31T01:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T01:30:00+01:00, 2024-07-31T02:00:00+01:00, 15.00,  0.000
 0.001, 2024-07-31T02:00:00+01:00, 2024-07-31T02:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-31T02:30:00+01:00, 2024-07-31T03:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T03:00:00+01:00, 2024-07-31T03:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T03:30:00+01:00, 2024-07-31T04:00:00+01:00, 15.00,  0.000
 0.002, 2024-07-31T04:00:00+01:00, 2024-07-31T04:30:00+01:00, 15.00,  0.030
 0.002, 2024-07-31T04:30:00+01:00, 2024-07-31T05:00:00+01:00, 15.00,  0.030
 0.000, 2024-07-31T05:00:00+01:00, 2024-07-31T05:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T05:30:00+01:00, 2024-07-31T06:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T06:00:00+01:00, 2024-07-31T06:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-31T06:30:00+01:00, 2024-07-31T07:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-31T07:00:00+01:00, 2024-07-31T07:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T07:30:00+01:00, 2024-07-31T08:00:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T08:00:00+01:00, 2024-07-31T08:30:00+01:00, 15.00,  0.000
 0.001, 2024-07-31T08:30:00+01:00, 2024-07-31T09:00:00+01:00, 15.00,  0.015
 0.000, 2024-07-31T09:00:00+01:00, 2024-07-31T09:30:00+01:00, 15.00,  0.000
 0.000, 2024-07-31T09:30:00+01:00, 2024-07-31T10:00:00+01:00, 15.00,  0.000
 0.005, 2024-07-31T10:00:00+01:00, 2024-07-31T10:30:00+01:00, 15.00,  0.075
 0.003, 2024-07-31T10:30:00+01:00, 2024-07-31T11:00:00+01:00, 15.00,  0.045
 0.001, 2024-07-31T11:00:00+01:00, 2024-07-31T11:30:00+01:00, 15.00,  0.015
 0.003, 2024-07-31T11:30:00+01:00, 2024-07-31T12:00:00+01:00, 15.00,  0.045
 0.001, 2024-07-31T12:00:00+01:00, 2024-07-31T12:30:00+01:00, 15.00,  0.015
 0.250, 2024-07-31T12:30:00+01:00, 2024-07-31T13:00:00+01:00, 15.00,  3.750
 1.104, 2024-07-31T13:00:00+01:00, 2024-07-31T13:30:00+01:00, 15.00, 16.560
 1.037, 2024-07-31T13:30:00+01:00, 2024-07-31T14:00:00+01:00, 15.00, 15.555
 0.689, 2024-07-31T14:00:00+01:00, 2024-07-31T14:30:00+01:00, 15.00, 10.335
 1.042, 2024-07-31T14:30:00+01:00, 2024-07-31T15:00:00+01:00, 15.00, 15.630
 1.004, 2024-07-31T15:00:00+01:00, 2024-07-31T15:30:00+01:00, 15.00, 15.060
 0.916, 2024-07-31T15:30:00+01:00, 2024-07-31T16:00:00+01:00, 15.00, 13.740
 0.815, 2024-07-31T16:00:00+01:00, 2024-07-31T16:30:00+01:00, 15.00, 12.225
 0.503, 2024-07-31T16:30:00+01:00, 2024-07-31T17:00:00+01:00, 15.00,  7.545
 0.290, 2024-07-31T17:00:00+01:00, 2024-07-31T17:30:00+01:00, 15.00,  4.350
 0.020, 2024-07-31T17:30:00+01:00, 2024-07-31T18:00:00+01:00, 15.00,  0.300
 0.003, 2024-07-31T18:00:00+01:00, 2024-07-31T18:30:00+01:00, 15.00,  0.045
 0.003, 2024-07-31T18:30:00+01:00, 2024-07-31T19:00:00+01:00, 15.00,  0.045
 0.004, 2024-07-31T19:00:00+01:00, 2024-07-31T19:30:00+01:00, 15.00,  0.060
 0.005, 2024-07-31T19:30:00+01:00, 2024-07-31T20:00:00+01:00, 15.00,  0.075
 0.006, 2024-07-31T20:00:00+01:00, 2024-07-31T20:30:00+01:00, 15.00,  0.090
 0.005, 2024-07-31T20:30:00+01:00, 2024-07-31T21:00:00+01:00, 15.00,  0.075
 0.004, 2024-07-31T21:00:00+01:00, 2024-07-31T21:30:00+01:00, 15.00,  0.060
 0.001, 2024-07-31T21:30:00+01:00, 2024-07-31T22:00:00+01:00, 15.00,  0.015
 0.001, 2024-07-31T22:00:00+01:00, 2024-07-31T22:30:00+01:00, 15.00,  0.015
 0.000, 2024-07-31T22:30:00+01:00, 2024-07-31T23:00:00+01:00, 15.00,  0.000
 0.003, 2024-07-31T23:00:00+01:00, 2024-07-31T23:30:00+01:00, 15.00,  0.045
 0.002, 2024-07-31T23:30:00+01:00, 2024-08-01T00:00:00+01:00, 15.00,  0.030
 0.001, 2024-08-01T00:00:00+01:00, 2024-08-01T00:30:00+01:00, 15.00,  0.015
 0.000, 2024-08-01T00:30:00+01:00, 2024-08-01T01:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T01:00:00+01:00, 2024-08-01T01:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T01:30:00+01:00, 2024-08-01T02:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T02:00:00+01:00, 2024-08-01T02:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T02:30:00+01:00, 2024-08-01T03:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-01T03:00:00+01:00, 2024-08-01T03:30:00+01:00, 15.00,  0.015
 0.001, 2024-08-01T03:30:00+01:00, 2024-08-01T04:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-01T04:00:00+01:00, 2024-08-01T04:30:00+01:00, 15.00,  0.000
 0.001, 2024-08-01T04:30:00+01:00, 2024-08-01T05:00:00+01:00, 15.00,  0.015
 0.001, 2024-08-01T05:00:00+01:00, 2024-08-01T05:30:00+01:00, 15.00,  0.015
 0.001, 2024-08-01T05:30:00+01:00, 2024-08-01T06:00:00+01:00, 15.00,  0.015
 0.000, 2024-08-01T06:00:00+01:00, 2024-08-01T06:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T06:30:00+01:00, 2024-08-01T07:00:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T07:00:00+01:00, 2024-08-01T07:30:00+01:00, 15.00,  0.000
 0.000, 2024-08-01T07:30:00+01:00, 2024-08-01T08:00:00+01:00, 15.00,  0.000
 0.001, 2024-08-01T08:00:00+01:00, 2024-08-01T08:30:00+01:00, 15.00,  0.015
 0.003, 2024-08-01T08:30:00+01:00, 2024-08-01T09:00:00+01:00, 15.00,  0.045
 0.001, 2024-08-01T09:00:00+01:00, 2024-08-01T09:30:00+01:00, 15.00,  0.015
