Consumption (kWh), Start, End, Price(p), Cost(p)
 0.359, 2023-10-31T18:00:00Z, 2023-10-31T18:30:00Z,    nu,    nul
 0.307, 2023-10-31T18:30:00Z, 2023-10-31T19:00:00Z,    nu,    nul
 0.340, 2023-10-31T19:00:00Z, 2023-10-31T19:30:00Z,    nu,    nul
 0.274, 2023-10-31T19:30:00Z, 2023-10-31T20:00:00Z,    nu,    nul
 0.314, 2023-10-31T20:00:00Z, 2023-10-31T20:30:00Z,    nu,    nul
 0.351, 2023-10-31T20:30:00Z, 2023-10-31T21:00:00Z,    nu,    nul
 0.321, 2023-10-31T21:00:00Z, 2023-10-31T21:30:00Z,    nu,    nul
 0.305, 2023-10-31T21:30:00Z, 2023-10-31T22:00:00Z,    nu,    nul
 0.320, 2023-10-31T22:00:00Z, 2023-10-31T22:30:00Z,    nu,    nul
 0.287, 2023-10-31T22:30:00Z, 2023-10-31T23:00:00Z,    nu,    nul
 0.292, 2023-10-31T23:00:00Z, 2023-10-31T23:30:00Z,    nu,    nul
 0.267, 2023-10-31T23:30:00Z, 2023-11-01T00:00:00Z,    nu,    nul
 0.276, 2023-11-01T00:00:00Z, 2023-11-01T00:30:00Z,    nu,    nul
 0.235, 2023-11-01T00:30:00Z, 2023-11-01T01:00:00Z,    nu,    nul
 0.191, 2023-11-01T01:00:00Z, 2023-11-01T01:30:00Z,    nu,    nul
 0.208, 2023-11-01T01:30:00Z, 2023-11-01T02:00:00Z,    nu,    nul
 0.205, 2023-11-01T02:00:00Z, 2023-11-01T02:30:00Z,    nu,    nul
 0.178, 2023-11-01T02:30:00Z, 2023-11-01T03:00:00Z,    nu,    nul
 0.219, 2023-11-01T03:00:00Z, 2023-11-01T03:30:00Z,    nu,    nul
 0.617, 2023-11-01T03:30:00Z, 2023-11-01T04:00:00Z,    nu,    nul
 0.511, 2023-11-01T04:00:00Z, 2023-11-01T04:30:00Z,    nu,    nul
 0.235, 2023-11-01T04:30:00Z, 2023-11-01T05:00:00Z,    nu,    nul
 0.243, 2023-11-01T05:00:00Z, 2023-11-01T05:30:00Z,    nu,    nul
 0.182, 2023-11-01T05:30:00Z, 2023-11-01T06:00:00Z,    nu,    nul
 0.213, 2023-11-01T06:00:00Z, 2023-11-01T06:30:00Z,    nu,    nul
 0.195, 2023-11-01T06:30:00Z, 2023-11-01T07:00:00Z,    nu,    nul
 0.210, 2023-11-01T07:00:00Z, 2023-11-01T07:30:00Z,    nu,    nul
 0.238, 2023-11-01T07:30:00Z, 2023-11-01T08:00:00Z,    nu,    nul
 0.285, 2023-11-01T08:00:00Z, 2023-11-01T08:30:00Z,    nu,    nul
 0.322, 2023-11-01T08:30:00Z, 2023-11-01T09:00:00Z,    nu,    nul
 0.241, 2023-11-01T09:00:00Z, 2023-11-01T09:30:00Z,    nu,    nul
 0.263, 2023-11-01T09:30:00Z, 2023-11-01T10:00:00Z,    nu,    nul
 0.285, 2023-11-01T10:00:00Z, 2023-11-01T10:30:00Z,    nu,    nul
 0.237, 2023-11-01T10:30:00Z, 2023-11-01T11:00:00Z,    nu,    nul
 0.394, 2023-11-01T11:00:00Z, 2023-11-01T11:30:00Z,    nu,    nul
 0.653, 2023-11-01T11:30:00Z, 2023-11-01T12:00:00Z,    nu,    nul
 0.367, 2023-11-01T12:00:00Z, 2023-11-01T12:30:00Z,    nu,    nul
 0.378, 2023-11-01T12:30:00Z, 2023-11-01T13:00:00Z,    nu,    nul
 0.319, 2023-11-01T13:00:00Z, 2023-11-01T13:30:00Z,    nu,    nul
 0.408, 2023-11-01T13:30:00Z, 2023-11-01T14:00:00Z,    nu,    nul
 0.400, 2023-11-01T14:00:00Z, 2023-11-01T14:30:00Z,    nu,    nul
 0.307, 2023-11-01T14:30:00Z, 2023-11-01T15:00:00Z,    nu,    nul
 0.309, 2023-11-01T15:00:00Z, 2023-11-01T15:30:00Z,    nu,    nul
 0.259, 2023-11-01T15:30:00Z, 2023-11-01T16:00:00Z,    nu,    nul
 0.234, 2023-11-01T16:00:00Z, 2023-11-01T16:30:00Z,    nu,    nul
 0.449, 2023-11-01T16:30:00Z, 2023-11-01T17:00:00Z,    nu,    nul
 0.545, 2023-11-01T17:00:00Z, 2023-11-01T17:30:00Z,    nu,    nul
 0.687, 2023-11-01T17:30:00Z, 2023-11-01T18:00:00Z,    nu,    nul
 0.348, 2023-11-01T18:00:00Z, 2023-11-01T18:30:00Z,    nu,    nul
 0.304, 2023-11-01T18:30:00Z, 2023-11-01T19:00:00Z,    nu,    nul
 0.270, 2023-11-01T19:00:00Z, 2023-11-01T19:30:00Z,    nu,    nul
 0.282, 2023-11-01T19:30:00Z, 2023-11-01T20:00:00Z,    nu,    nul
 0.292, 2023-11-01T20:00:00Z, 2023-11-01T20:30:00Z,    nu,    nul
 0.291, 2023-11-01T20:30:00Z, 2023-11-01T21:00:00Z,    nu,    nul
 0.258, 2023-11-01T21:00:00Z, 2023-11-01T21:30:00Z,    nu,    nul
 0.263, 2023-11-01T21:30:00Z, 2023-11-01T22:00:00Z,    nu,    nul
 0.290, 2023-11-01T22:00:00Z, 2023-11-01T22:30:00Z,    nu,    nul
 0.267, 2023-11-01T22:30:00Z, 2023-11-01T23:00:00Z,    nu,    nul
 0.261, 2023-11-01T23:00:00Z, 2023-11-01T23:30:00Z,    nu,    nul
 0.201, 2023-11-01T23:30:00Z, 2023-11-02T00:00:00Z,    nu,    nul
 0.199, 2023-11-02T00:00:00Z, 2023-11-02T00:30:00Z,    nu,    nul
 0.204, 2023-11-02T00:30:00Z, 2023-11-02T01:00:00Z,    nu,    nul
 0.225, 2023-11-02T01:00:00Z, 2023-11-02T01:30:00Z,    nu,    nul
 0.614, 2023-11-02T01:30:00Z, 2023-11-02T02:00:00Z,    nu,    nul
 0.391, 2023-11-02T02:00:00Z, 2023-11-02T02:30:00Z,    nu,    nul
 0.288, 2023-11-02T02:30:00Z, 2023-11-02T03:00:00Z,    nu,    nul
 0.200, 2023-11-02T03:00:00Z, 2023-11-02T03:30:00Z,    nu,    nul
 0.197, 2023-11-02T03:30:00Z, 2023-11-02T04:00:00Z,    nu,    nul
 0.198, 2023-11-02T04:00:00Z, 2023-11-02T04:30:00Z,    nu,    nul
 0.204, 2023-11-02T04:30:00Z, 2023-11-02T05:00:00Z,    nu,    nul
 0.204, 2023-11-02T05:00:00Z, 2023-11-02T05:30:00Z,    nu,    nul
 0.179, 2023-11-02T05:30:00Z, 2023-11-02T06:00:00Z,    nu,    nul
 0.235, 2023-11-02T06:00:00Z, 2023-11-02T06:30:00Z,    nu,    nul
 0.203, 2023-11-02T06:30:00Z, 2023-11-02T07:00:00Z,    nu,    nul
 0.192, 2023-11-02T07:00:00Z, 2023-11-02T07:30:00Z,    nu,    nul
 0.200, 2023-11-02T07:30:00Z, 2023-11-02T08:00:00Z,    nu,    nul
 0.241, 2023-11-02T08:00:00Z, 2023-11-02T08:30:00Z,    nu,    nul
 0.203, 2023-11-02T08:30:00Z, 2023-11-02T09:00:00Z,    nu,    nul
 0.331, 2023-11-02T09:00:00Z, 2023-11-02T09:30:00Z,    nu,    nul
 0.273, 2023-11-02T09:30:00Z, 2023-11-02T10:00:00Z,    nu,    nul
 0.330, 2023-11-02T10:00:00Z, 2023-11-02T10:30:00Z,    nu,    nul
 0.268, 2023-11-02T10:30:00Z, 2023-11-02T11:00:00Z,    nu,    nul
 0.243, 2023-11-02T11:00:00Z, 2023-11-02T11:30:00Z,    nu,    nul
 0.692, 2023-11-02T11:30:00Z, 2023-11-02T12:00:00Z,    nu,    nul
 0.254, 2023-11-02T12:00:00Z, 2023-11-02T12:30:00Z,    nu,    nul
 0.391, 2023-11-02T12:30:00Z, 2023-11-02T13:00:00Z,    nu,    nul
 0.343, 2023-11-02T13:00:00Z, 2023-11-02T13:30:00Z,    nu,    nul
 0.289, 2023-11-02T13:30:00Z, 2023-11-02T14:00:00Z,    nu,    nul
 0.294, 2023-11-02T14:00:00Z, 2023-11-02T14:30:00Z,    nu,    nul
 0.455, 2023-11-02T14:30:00Z, 2023-11-02T15:00:00Z,    nu,    nul
 0.613, 2023-11-02T15:00:00Z, 2023-11-02T15:30:00Z,    nu,    nul
 0.282, 2023-11-02T15:30:00Z, 2023-11-02T16:00:00Z,    nu,    nul
 0.324, 2023-11-02T16:00:00Z, 2023-11-02T16:30:00Z,    nu,    nul
 0.467, 2023-11-02T16:30:00Z, 2023-11-02T17:00:00Z,    nu,    nul
 0.496, 2023-11-02T17:00:00Z, 2023-11-02T17:30:00Z,    nu,    nul
 0.372, 2023-11-02T17:30:00Z, 2023-11-02T18:00:00Z,    nu,    nul
 0.290, 2023-11-02T18:00:00Z, 2023-11-02T18:30:00Z,    nu,    nul
 0.452, 2023-11-02T18:30:00Z, 2023-11-02T19:00:00Z,    nu,    nul
 0.379, 2023-11-02T19:00:00Z, 2023-11-02T19:30:00Z,    nu,    nul
 0.287, 2023-11-02T19:30:00Z, 2023-11-02T20:00:00Z,    nu,    nul
 0.324, 2023-11-02T20:00:00Z, 2023-11-02T20:30:00Z,    nu,    nul
 0.322, 2023-11-02T20:30:00Z, 2023-11-02T21:00:00Z,    nu,    nul
 0.293, 2023-11-02T21:00:00Z, 2023-11-02T21:30:00Z,    nu,    nul
 0.290, 2023-11-02T21:30:00Z, 2023-11-02T22:00:00Z,    nu,    nul
 0.280, 2023-11-02T22:00:00Z, 2023-11-02T22:30:00Z,    nu,    nul
 0.342, 2023-11-02T22:30:00Z, 2023-11-02T23:00:00Z,    nu,    nul
 0.278, 2023-11-02T23:00:00Z, 2023-11-02T23:30:00Z,    nu,    nul
 0.304, 2023-11-02T23:30:00Z, 2023-11-03T00:00:00Z,    nu,    nul
 0.347, 2023-11-03T00:00:00Z, 2023-11-03T00:30:00Z,    nu,    nul
 0.304, 2023-11-03T00:30:00Z, 2023-11-03T01:00:00Z,    nu,    nul
 0.289, 2023-11-03T01:00:00Z, 2023-11-03T01:30:00Z,    nu,    nul
 0.538, 2023-11-03T01:30:00Z, 2023-11-03T02:00:00Z,    nu,    nul
 0.567, 2023-11-03T02:00:00Z, 2023-11-03T02:30:00Z,    nu,    nul
 0.225, 2023-11-03T02:30:00Z, 2023-11-03T03:00:00Z,    nu,    nul
 0.268, 2023-11-03T03:00:00Z, 2023-11-03T03:30:00Z,    nu,    nul
 0.207, 2023-11-03T03:30:00Z, 2023-11-03T04:00:00Z,    nu,    nul
 0.208, 2023-11-03T04:00:00Z, 2023-11-03T04:30:00Z,    nu,    nul
 0.204, 2023-11-03T04:30:00Z, 2023-11-03T05:00:00Z,    nu,    nul
 0.184, 2023-11-03T05:00:00Z, 2023-11-03T05:30:00Z,    nu,    nul
 0.231, 2023-11-03T05:30:00Z, 2023-11-03T06:00:00Z,    nu,    nul
 0.212, 2023-11-03T06:00:00Z, 2023-11-03T06:30:00Z,    nu,    nul
 0.242, 2023-11-03T06:30:00Z, 2023-11-03T07:00:00Z,    nu,    nul
 0.253, 2023-11-03T07:00:00Z, 2023-11-03T07:30:00Z,    nu,    nul
 0.263, 2023-11-03T07:30:00Z, 2023-11-03T08:00:00Z,    nu,    nul
 0.266, 2023-11-03T08:00:00Z, 2023-11-03T08:30:00Z,    nu,    nul
 0.242, 2023-11-03T08:30:00Z, 2023-11-03T09:00:00Z,    nu,    nul
 0.281, 2023-11-03T09:00:00Z, 2023-11-03T09:30:00Z,    nu,    nul
 0.329, 2023-11-03T09:30:00Z, 2023-11-03T10:00:00Z,    nu,    nul
 0.318, 2023-11-03T10:00:00Z, 2023-11-03T10:30:00Z,    nu,    nul
 0.303, 2023-11-03T10:30:00Z, 2023-11-03T11:00:00Z,    nu,    nul
 0.383, 2023-11-03T11:00:00Z, 2023-11-03T11:30:00Z,    nu,    nul
 0.552, 2023-11-03T11:30:00Z, 2023-11-03T12:00:00Z,    nu,    nul
 0.287, 2023-11-03T12:00:00Z, 2023-11-03T12:30:00Z,    nu,    nul
 0.292, 2023-11-03T12:30:00Z, 2023-11-03T13:00:00Z,    nu,    nul
 0.302, 2023-11-03T13:00:00Z, 2023-11-03T13:30:00Z,    nu,    nul
 0.346, 2023-11-03T13:30:00Z, 2023-11-03T14:00:00Z,    nu,    nul
 0.289, 2023-11-03T14:00:00Z, 2023-11-03T14:30:00Z,    nu,    nul
 0.248, 2023-11-03T14:30:00Z, 2023-11-03T15:00:00Z,    nu,    nul
 0.184, 2023-11-03T15:00:00Z, 2023-11-03T15:30:00Z,    nu,    nul
 0.254, 2023-11-03T15:30:00Z, 2023-11-03T16:00:00Z,    nu,    nul
 0.237, 2023-11-03T16:00:00Z, 2023-11-03T16:30:00Z,    nu,    nul
 0.570, 2023-11-03T16:30:00Z, 2023-11-03T17:00:00Z,    nu,    nul
 0.773, 2023-11-03T17:00:00Z, 2023-11-03T17:30:00Z,    nu,    nul
 0.309, 2023-11-03T17:30:00Z, 2023-11-03T18:00:00Z,    nu,    nul
 0.294, 2023-11-03T18:00:00Z, 2023-11-03T18:30:00Z,    nu,    nul
 0.276, 2023-11-03T18:30:00Z, 2023-11-03T19:00:00Z,    nu,    nul
 0.339, 2023-11-03T19:00:00Z, 2023-11-03T19:30:00Z,    nu,    nul
 0.280, 2023-11-03T19:30:00Z, 2023-11-03T20:00:00Z,    nu,    nul
 0.333, 2023-11-03T20:00:00Z, 2023-11-03T20:30:00Z,    nu,    nul
 0.261, 2023-11-03T20:30:00Z, 2023-11-03T21:00:00Z,    nu,    nul
 0.311, 2023-11-03T21:00:00Z, 2023-11-03T21:30:00Z,    nu,    nul
 0.328, 2023-11-03T21:30:00Z, 2023-11-03T22:00:00Z,    nu,    nul
 0.287, 2023-11-03T22:00:00Z, 2023-11-03T22:30:00Z,    nu,    nul
 0.323, 2023-11-03T22:30:00Z, 2023-11-03T23:00:00Z,    nu,    nul
 0.287, 2023-11-03T23:00:00Z, 2023-11-03T23:30:00Z,    nu,    nul
 0.239, 2023-11-03T23:30:00Z, 2023-11-04T00:00:00Z,    nu,    nul
 0.265, 2023-11-04T00:00:00Z, 2023-11-04T00:30:00Z,    nu,    nul
 0.891, 2023-11-04T00:30:00Z, 2023-11-04T01:00:00Z,    nu,    nul
 0.295, 2023-11-04T01:00:00Z, 2023-11-04T01:30:00Z,    nu,    nul
 0.359, 2023-11-04T01:30:00Z, 2023-11-04T02:00:00Z,    nu,    nul
 0.208, 2023-11-04T02:00:00Z, 2023-11-04T02:30:00Z,    nu,    nul
 0.226, 2023-11-04T02:30:00Z, 2023-11-04T03:00:00Z,    nu,    nul
 0.180, 2023-11-04T03:00:00Z, 2023-11-04T03:30:00Z,    nu,    nul
 0.194, 2023-11-04T03:30:00Z, 2023-11-04T04:00:00Z,    nu,    nul
 0.195, 2023-11-04T04:00:00Z, 2023-11-04T04:30:00Z,    nu,    nul
 0.211, 2023-11-04T04:30:00Z, 2023-11-04T05:00:00Z,    nu,    nul
 0.192, 2023-11-04T05:00:00Z, 2023-11-04T05:30:00Z,    nu,    nul
 0.183, 2023-11-04T05:30:00Z, 2023-11-04T06:00:00Z,    nu,    nul
 0.235, 2023-11-04T06:00:00Z, 2023-11-04T06:30:00Z,    nu,    nul
 0.230, 2023-11-04T06:30:00Z, 2023-11-04T07:00:00Z,    nu,    nul
 0.187, 2023-11-04T07:00:00Z, 2023-11-04T07:30:00Z,    nu,    nul
 0.198, 2023-11-04T07:30:00Z, 2023-11-04T08:00:00Z,    nu,    nul
 0.196, 2023-11-04T08:00:00Z, 2023-11-04T08:30:00Z,    nu,    nul
 0.219, 2023-11-04T08:30:00Z, 2023-11-04T09:00:00Z,    nu,    nul
 0.185, 2023-11-04T09:00:00Z, 2023-11-04T09:30:00Z,    nu,    nul
 0.253, 2023-11-04T09:30:00Z, 2023-11-04T10:00:00Z,    nu,    nul
 0.791, 2023-11-04T10:00:00Z, 2023-11-04T10:30:00Z,    nu,    nul
 0.321, 2023-11-04T10:30:00Z, 2023-11-04T11:00:00Z,    nu,    nul
 0.369, 2023-11-04T11:00:00Z, 2023-11-04T11:30:00Z,    nu,    nul
 0.574, 2023-11-04T11:30:00Z, 2023-11-04T12:00:00Z,    nu,    nul
 0.353, 2023-11-04T12:00:00Z, 2023-11-04T12:30:00Z,    nu,    nul
 0.337, 2023-11-04T12:30:00Z, 2023-11-04T13:00:00Z,    nu,    nul
 0.291, 2023-11-04T13:00:00Z, 2023-11-04T13:30:00Z,    nu,    nul
 0.296, 2023-11-04T13:30:00Z, 2023-11-04T14:00:00Z,    nu,    nul
 0.269, 2023-11-04T14:00:00Z, 2023-11-04T14:30:00Z,    nu,    nul
 0.242, 2023-11-04T14:30:00Z, 2023-11-04T15:00:00Z,    nu,    nul
 0.263, 2023-11-04T15:00:00Z, 2023-11-04T15:30:00Z,    nu,    nul
 0.288, 2023-11-04T15:30:00Z, 2023-11-04T16:00:00Z,    nu,    nul
 0.246, 2023-11-04T16:00:00Z, 2023-11-04T16:30:00Z,    nu,    nul
 0.442, 2023-11-04T16:30:00Z, 2023-11-04T17:00:00Z,    nu,    nul
 0.802, 2023-11-04T17:00:00Z, 2023-11-04T17:30:00Z,    nu,    nul
 0.436, 2023-11-04T17:30:00Z, 2023-11-04T18:00:00Z,    nu,    nul
 0.275, 2023-11-04T18:00:00Z, 2023-11-04T18:30:00Z,    nu,    nul
 0.279, 2023-11-04T18:30:00Z, 2023-11-04T19:00:00Z,    nu,    nul
 0.307, 2023-11-04T19:00:00Z, 2023-11-04T19:30:00Z,    nu,    nul
 0.306, 2023-11-04T19:30:00Z, 2023-11-04T20:00:00Z,    nu,    nul
 0.296, 2023-11-04T20:00:00Z, 2023-11-04T20:30:00Z,    nu,    nul
 0.309, 2023-11-04T20:30:00Z, 2023-11-04T21:00:00Z,    nu,    nul
 0.305, 2023-11-04T21:00:00Z, 2023-11-04T21:30:00Z,    nu,    nul
 0.360, 2023-11-04T21:30:00Z, 2023-11-04T22:00:00Z,    nu,    nul
 0.347, 2023-11-04T22:00:00Z, 2023-11-04T22:30:00Z,    nu,    nul
 0.267, 2023-11-04T22:30:00Z, 2023-11-04T23:00:00Z,    nu,    nul
 0.297, 2023-11-04T23:00:00Z, 2023-11-04T23:30:00Z,    nu,    nul
 0.289, 2023-11-04T23:30:00Z, 2023-11-05T00:00:00Z,    nu,    nul
 0.210, 2023-11-05T00:00:00Z, 2023-11-05T00:30:00Z,    nu,    nul
 0.204, 2023-11-05T00:30:00Z, 2023-11-05T01:00:00Z,    nu,    nul
 0.203, 2023-11-05T01:00:00Z, 2023-11-05T01:30:00Z,    nu,    nul
 0.199, 2023-11-05T01:30:00Z, 2023-11-05T02:00:00Z,    nu,    nul
 0.219, 2023-11-05T02:00:00Z, 2023-11-05T02:30:00Z,    nu,    nul
 0.188, 2023-11-05T02:30:00Z, 2023-11-05T03:00:00Z,    nu,    nul
 0.215, 2023-11-05T03:00:00Z, 2023-11-05T03:30:00Z,    nu,    nul
 0.190, 2023-11-05T03:30:00Z, 2023-11-05T04:00:00Z,    nu,    nul
 0.215, 2023-11-05T04:00:00Z, 2023-11-05T04:30:00Z,    nu,    nul
 0.200, 2023-11-05T04:30:00Z, 2023-11-05T05:00:00Z,    nu,    nul
 0.200, 2023-11-05T05:00:00Z, 2023-11-05T05:30:00Z,    nu,    nul
 0.198, 2023-11-05T05:30:00Z, 2023-11-05T06:00:00Z,    nu,    nul
 0.224, 2023-11-05T06:00:00Z, 2023-11-05T06:30:00Z,    nu,    nul
 0.232, 2023-11-05T06:30:00Z, 2023-11-05T07:00:00Z,    nu,    nul
 0.814, 2023-11-05T07:00:00Z, 2023-11-05T07:30:00Z,    nu,    nul
 0.336, 2023-11-05T07:30:00Z, 2023-11-05T08:00:00Z,    nu,    nul
 0.299, 2023-11-05T08:00:00Z, 2023-11-05T08:30:00Z,    nu,    nul
 0.254, 2023-11-05T08:30:00Z, 2023-11-05T09:00:00Z,    nu,    nul
 0.326, 2023-11-05T09:00:00Z, 2023-11-05T09:30:00Z,    nu,    nul
 0.294, 2023-11-05T09:30:00Z, 2023-11-05T10:00:00Z,    nu,    nul
 0.341, 2023-11-05T10:00:00Z, 2023-11-05T10:30:00Z,    nu,    nul
 0.769, 2023-11-05T10:30:00Z, 2023-11-05T11:00:00Z,    nu,    nul
 0.895, 2023-11-05T11:00:00Z, 2023-11-05T11:30:00Z,    nu,    nul
 0.597, 2023-11-05T11:30:00Z, 2023-11-05T12:00:00Z,    nu,    nul
 0.652, 2023-11-05T12:00:00Z, 2023-11-05T12:30:00Z,    nu,    nul
 0.638, 2023-11-05T12:30:00Z, 2023-11-05T13:00:00Z,    nu,    nul
 0.347, 2023-11-05T13:00:00Z, 2023-11-05T13:30:00Z,    nu,    nul
 0.682, 2023-11-05T13:30:00Z, 2023-11-05T14:00:00Z,    nu,    nul
 0.307, 2023-11-05T14:00:00Z, 2023-11-05T14:30:00Z,    nu,    nul
 0.340, 2023-11-05T14:30:00Z, 2023-11-05T15:00:00Z,    nu,    nul
 0.271, 2023-11-05T15:00:00Z, 2023-11-05T15:30:00Z,    nu,    nul
 0.259, 2023-11-05T15:30:00Z, 2023-11-05T16:00:00Z,    nu,    nul
 0.408, 2023-11-05T16:00:00Z, 2023-11-05T16:30:00Z,    nu,    nul
 0.525, 2023-11-05T16:30:00Z, 2023-11-05T17:00:00Z,    nu,    nul
 0.309, 2023-11-05T17:00:00Z, 2023-11-05T17:30:00Z,    nu,    nul
 0.494, 2023-11-05T17:30:00Z, 2023-11-05T18:00:00Z,    nu,    nul
 0.445, 2023-11-05T18:00:00Z, 2023-11-05T18:30:00Z,    nu,    nul
 0.275, 2023-11-05T18:30:00Z, 2023-11-05T19:00:00Z,    nu,    nul
 0.320, 2023-11-05T19:00:00Z, 2023-11-05T19:30:00Z,    nu,    nul
 0.316, 2023-11-05T19:30:00Z, 2023-11-05T20:00:00Z,    nu,    nul
 0.315, 2023-11-05T20:00:00Z, 2023-11-05T20:30:00Z,    nu,    nul
 0.296, 2023-11-05T20:30:00Z, 2023-11-05T21:00:00Z,    nu,    nul
 0.298, 2023-11-05T21:00:00Z, 2023-11-05T21:30:00Z,    nu,    nul
 0.277, 2023-11-05T21:30:00Z, 2023-11-05T22:00:00Z,    nu,    nul
 0.293, 2023-11-05T22:00:00Z, 2023-11-05T22:30:00Z,    nu,    nul
 0.300, 2023-11-05T22:30:00Z, 2023-11-05T23:00:00Z,    nu,    nul
 0.322, 2023-11-05T23:00:00Z, 2023-11-05T23:30:00Z,    nu,    nul
 0.262, 2023-11-05T23:30:00Z, 2023-11-06T00:00:00Z,    nu,    nul
 0.213, 2023-11-06T00:00:00Z, 2023-11-06T00:30:00Z,    nu,    nul
 0.200, 2023-11-06T00:30:00Z, 2023-11-06T01:00:00Z,    nu,    nul
 0.222, 2023-11-06T01:00:00Z, 2023-11-06T01:30:00Z,    nu,    nul
 0.204, 2023-11-06T01:30:00Z, 2023-11-06T02:00:00Z,    nu,    nul
 0.202, 2023-11-06T02:00:00Z, 2023-11-06T02:30:00Z,    nu,    nul
 0.214, 2023-11-06T02:30:00Z, 2023-11-06T03:00:00Z,    nu,    nul
 0.209, 2023-11-06T03:00:00Z, 2023-11-06T03:30:00Z,    nu,    nul
 0.216, 2023-11-06T03:30:00Z, 2023-11-06T04:00:00Z,    nu,    nul
 0.190, 2023-11-06T04:00:00Z, 2023-11-06T04:30:00Z,    nu,    nul
 0.224, 2023-11-06T04:30:00Z, 2023-11-06T05:00:00Z,    nu,    nul
 0.223, 2023-11-06T05:00:00Z, 2023-11-06T05:30:00Z,    nu,    nul
 0.223, 2023-11-06T05:30:00Z, 2023-11-06T06:00:00Z,    nu,    nul
 0.209, 2023-11-06T06:00:00Z, 2023-11-06T06:30:00Z,    nu,    nul
 0.232, 2023-11-06T06:30:00Z, 2023-11-06T07:00:00Z,    nu,    nul
 0.343, 2023-11-06T07:00:00Z, 2023-11-06T07:30:00Z,    nu,    nul
 0.300, 2023-11-06T07:30:00Z, 2023-11-06T08:00:00Z,    nu,    nul
 0.255, 2023-11-06T08:00:00Z, 2023-11-06T08:30:00Z,    nu,    nul
 0.251, 2023-11-06T08:30:00Z, 2023-11-06T09:00:00Z,    nu,    nul
 0.284, 2023-11-06T09:00:00Z, 2023-11-06T09:30:00Z,    nu,    nul
 0.271, 2023-11-06T09:30:00Z, 2023-11-06T10:00:00Z,    nu,    nul
 0.298, 2023-11-06T10:00:00Z, 2023-11-06T10:30:00Z,    nu,    nul
 0.282, 2023-11-06T10:30:00Z, 2023-11-06T11:00:00Z,    nu,    nul
 0.270, 2023-11-06T11:00:00Z, 2023-11-06T11:30:00Z,    nu,    nul
 0.738, 2023-11-06T11:30:00Z, 2023-11-06T12:00:00Z,    nu,    nul
 0.297, 2023-11-06T12:00:00Z, 2023-11-06T12:30:00Z,    nu,    nul
 0.500, 2023-11-06T12:30:00Z, 2023-11-06T13:00:00Z,    nu,    nul
 0.755, 2023-11-06T13:00:00Z, 2023-11-06T13:30:00Z,    nu,    nul
 0.280, 2023-11-06T13:30:00Z, 2023-11-06T14:00:00Z,    nu,    nul
 0.360, 2023-11-06T14:00:00Z, 2023-11-06T14:30:00Z,    nu,    nul
 0.411, 2023-11-06T14:30:00Z, 2023-11-06T15:00:00Z,    nu,    nul
 0.347, 2023-11-06T15:00:00Z, 2023-11-06T15:30:00Z,    nu,    nul
 0.323, 2023-11-06T15:30:00Z, 2023-11-06T16:00:00Z,    nu,    nul
 0.593, 2023-11-06T16:00:00Z, 2023-11-06T16:30:00Z,    nu,    nul
 0.457, 2023-11-06T16:30:00Z, 2023-11-06T17:00:00Z,    nu,    nul
 0.312, 2023-11-06T17:00:00Z, 2023-11-06T17:30:00Z,    nu,    nul
 0.359, 2023-11-06T17:30:00Z, 2023-11-06T18:00:00Z,    nu,    nul
 0.437, 2023-11-06T18:00:00Z, 2023-11-06T18:30:00Z,    nu,    nul
 0.278, 2023-11-06T18:30:00Z, 2023-11-06T19:00:00Z,    nu,    nul
 0.300, 2023-11-06T19:00:00Z, 2023-11-06T19:30:00Z,    nu,    nul
 0.250, 2023-11-06T19:30:00Z, 2023-11-06T20:00:00Z,    nu,    nul
 0.274, 2023-11-06T20:00:00Z, 2023-11-06T20:30:00Z,    nu,    nul
 0.292, 2023-11-06T20:30:00Z, 2023-11-06T21:00:00Z,    nu,    nul
 0.362, 2023-11-06T21:00:00Z, 2023-11-06T21:30:00Z,    nu,    nul
 0.299, 2023-11-06T21:30:00Z, 2023-11-06T22:00:00Z,    nu,    nul
 0.274, 2023-11-06T22:00:00Z, 2023-11-06T22:30:00Z,    nu,    nul
 0.312, 2023-11-06T22:30:00Z, 2023-11-06T23:00:00Z,    nu,    nul
 0.273, 2023-11-06T23:00:00Z, 2023-11-06T23:30:00Z,    nu,    nul
 0.318, 2023-11-06T23:30:00Z, 2023-11-07T00:00:00Z,    nu,    nul
 0.288, 2023-11-07T00:00:00Z, 2023-11-07T00:30:00Z,    nu,    nul
 0.297, 2023-11-07T00:30:00Z, 2023-11-07T01:00:00Z,    nu,    nul
 0.202, 2023-11-07T01:00:00Z, 2023-11-07T01:30:00Z,    nu,    nul
 0.749, 2023-11-07T01:30:00Z, 2023-11-07T02:00:00Z,    nu,    nul
 0.231, 2023-11-07T02:00:00Z, 2023-11-07T02:30:00Z,    nu,    nul
 0.298, 2023-11-07T02:30:00Z, 2023-11-07T03:00:00Z,    nu,    nul
 0.297, 2023-11-07T03:00:00Z, 2023-11-07T03:30:00Z,    nu,    nul
 0.326, 2023-11-07T03:30:00Z, 2023-11-07T04:00:00Z,    nu,    nul
 0.232, 2023-11-07T04:00:00Z, 2023-11-07T04:30:00Z,    nu,    nul
 0.178, 2023-11-07T04:30:00Z, 2023-11-07T05:00:00Z,    nu,    nul
